UserID,Age,Gender,SweetLike,MentholLike,PodsPerWeek,SubscribeIntent,FlavourFamilies,PurchaseChannel
987,31,Male,2,2,14,1,"Fruity,Tobacco,Beverage",Online
988,19,Female,4,5,1,1,"Spice,Menthol,Fruity",Lounge
989,45,Male,4,5,2,1,Spice,Online
990,47,Male,1,3,7,0,"Beverage,Spice,Dessert",Online
991,21,Male,1,4,1,1,Fruity,Online
992,18,Female,4,5,1,0,"Spice,Beverage",Online
993,25,Other,5,4,1,1,"Spice,Menthol",Retail
994,46,Male,3,1,8,0,Tobacco,Retail
995,20,Male,5,4,4,1,"Beverage,Tobacco,Fruity",Online
996,49,Female,3,2,4,0,Fruity,Retail
997,27,Male,4,2,13,0,"Menthol,Beverage",Online
998,27,Male,1,5,2,0,"Dessert,Tobacco",Retail
999,36,Female,1,4,11,0,"Tobacco,Fruity",Online
1000,51,Male,5,5,11,1,Menthol,Online
1001,50,Other,1,3,11,1,"Dessert,Beverage",Retail
1002,40,Male,4,2,1,1,"Spice,Tobacco,Fruity",Retail
1003,45,Male,5,5,12,0,Fruity,Retail
1004,49,Male,3,3,10,1,"Tobacco,Dessert",Online
1005,24,Female,1,5,9,1,Tobacco,Online
1006,46,Male,2,4,7,0,"Dessert,Spice",Lounge
1007,25,Female,1,4,4,0,"Menthol,Spice,Dessert",Online
1008,18,Male,3,4,12,1,"Tobacco,Menthol",Online
1009,20,Female,5,4,6,1,"Menthol,Tobacco",Online
1010,41,Male,3,1,14,1,"Menthol,Spice",Online
1011,40,Male,2,3,2,0,"Fruity,Dessert",Online
1012,25,Female,4,3,7,1,Beverage,Online
1013,54,Male,1,4,2,0,Beverage,Online
1014,20,Male,5,1,10,1,"Tobacco,Dessert",Lounge
1015,50,Female,4,4,8,1,"Tobacco,Fruity",Online
1016,45,Male,3,1,8,0,"Dessert,Spice",Online
1017,25,Female,5,4,1,1,Fruity,Retail
1018,51,Male,4,2,13,0,Tobacco,Retail
1019,52,Female,5,2,8,1,Beverage,Online
1020,49,Male,2,5,2,0,"Spice,Tobacco,Fruity",Retail
1021,41,Male,2,4,6,0,"Spice,Dessert",Online
1022,31,Other,1,3,13,0,Beverage,Retail
1023,49,Female,1,5,1,0,Fruity,Online
1024,33,Male,2,2,5,0,"Tobacco,Fruity,Beverage",Online
1025,21,Male,5,4,11,1,Spice,Retail
1026,54,Female,2,5,7,1,"Menthol,Fruity,Spice",Retail
1027,38,Male,1,4,13,1,Fruity,Online
1028,31,Female,2,2,10,0,"Spice,Menthol,Fruity",Online
1029,48,Female,2,5,1,1,"Spice,Tobacco,Fruity",Online
1030,35,Male,5,2,2,0,"Tobacco,Menthol",Retail
1031,24,Male,4,1,7,1,Dessert,Online
1032,27,Female,1,2,6,0,Menthol,Online
1033,24,Male,5,4,3,1,"Spice,Dessert",Online
1034,50,Male,2,3,14,1,"Menthol,Fruity",Retail
1035,40,Female,2,2,10,1,Dessert,Retail
1036,38,Female,4,3,2,0,Fruity,Retail
1037,36,Female,1,1,10,0,"Spice,Beverage",Online
1038,36,Male,1,5,4,0,"Spice,Fruity",Lounge
1039,53,Male,3,5,3,1,Dessert,Retail
1040,46,Male,1,3,7,1,Tobacco,Retail
1041,35,Male,4,5,8,0,"Spice,Fruity,Beverage",Online
1042,19,Male,3,2,2,1,"Tobacco,Spice",Online
1043,18,Male,3,3,10,1,"Menthol,Beverage",Retail
1044,22,Female,2,4,7,1,"Menthol,Spice",Online
1045,37,Male,2,2,8,0,Dessert,Online
1046,28,Male,1,2,6,0,Beverage,Retail
1047,19,Male,3,2,6,0,Dessert,Retail
1048,20,Male,2,4,10,1,"Spice,Fruity,Beverage",Lounge
1049,40,Male,4,1,1,0,"Spice,Beverage",Retail
1050,29,Male,2,5,4,1,Dessert,Online
1051,37,Male,2,3,14,1,"Spice,Fruity,Menthol",Online
1052,22,Male,3,1,1,1,Beverage,Online
1053,54,Male,3,3,4,1,"Spice,Beverage,Tobacco",Online
1054,47,Female,5,5,2,0,"Dessert,Menthol,Spice",Online
1055,26,Male,4,4,11,0,Tobacco,Online
1056,51,Male,3,2,13,1,Fruity,Retail
1057,52,Female,1,2,5,0,"Dessert,Beverage",Retail
1058,39,Male,4,4,10,0,"Dessert,Spice",Lounge
1059,41,Female,4,1,14,0,"Spice,Beverage",Retail
1060,34,Male,3,1,9,0,"Menthol,Dessert,Tobacco",Retail
1061,27,Male,4,3,11,0,"Tobacco,Dessert",Retail
1062,47,Male,3,4,12,1,Fruity,Lounge
1063,40,Male,2,1,10,1,Spice,Retail
1064,49,Female,5,4,3,1,"Menthol,Tobacco",Retail
1065,34,Male,2,5,8,0,Tobacco,Lounge
1066,34,Female,3,2,3,0,"Beverage,Dessert",Lounge
1067,31,Male,3,2,6,0,Beverage,Online
1068,26,Male,2,2,4,1,Tobacco,Online
1069,19,Female,1,4,8,0,Menthol,Online
1070,42,Male,1,4,11,1,"Dessert,Spice",Online
1071,26,Male,1,3,6,1,Fruity,Online
1072,39,Female,3,2,8,0,"Tobacco,Spice",Online
1073,21,Female,4,3,1,0,"Beverage,Tobacco",Online
1074,43,Male,3,2,6,1,"Fruity,Dessert",Online
1075,46,Female,4,3,1,1,"Tobacco,Beverage",Retail
1076,51,Other,2,3,1,0,Fruity,Online
1077,40,Female,5,5,8,0,"Dessert,Tobacco",Retail
1078,54,Male,4,3,7,1,Dessert,Retail
1079,28,Female,1,4,3,0,"Menthol,Dessert",Retail
1080,23,Male,3,3,6,0,Tobacco,Lounge
1081,35,Other,2,2,9,0,"Tobacco,Menthol",Online
1082,38,Male,1,3,7,1,"Fruity,Spice,Beverage",Online
1083,53,Male,2,1,12,0,"Tobacco,Fruity",Online
1084,51,Female,5,2,3,0,"Tobacco,Menthol",Online
1085,34,Male,3,1,14,0,"Beverage,Dessert",Retail
1086,54,Other,3,2,14,1,Spice,Online
1087,42,Other,5,4,13,1,"Spice,Beverage,Menthol",Online
1088,29,Female,3,4,6,1,Tobacco,Online
1089,40,Male,4,4,11,1,"Menthol,Beverage,Dessert",Online
1090,39,Female,2,1,4,1,"Dessert,Tobacco",Retail
1091,38,Male,1,5,14,0,"Beverage,Fruity",Retail
1092,44,Male,5,2,13,0,"Menthol,Dessert",Online
1093,48,Female,4,4,3,1,"Beverage,Menthol",Online
1094,23,Male,1,2,9,0,"Fruity,Tobacco",Online
1095,44,Male,1,1,10,0,Dessert,Online
1096,51,Other,5,5,2,1,"Tobacco,Dessert",Retail
1097,29,Male,4,1,1,0,"Spice,Dessert",Online
1098,24,Male,1,2,14,0,"Spice,Beverage,Tobacco",Retail
1099,27,Female,1,5,2,1,"Spice,Beverage",Retail
1100,34,Male,4,5,7,1,Beverage,Online
1101,43,Female,3,1,10,0,Fruity,Online
1102,38,Other,1,4,1,1,"Beverage,Spice",Lounge
1103,45,Female,2,2,6,1,Menthol,Retail
1104,19,Female,4,3,14,1,Dessert,Online
1105,18,Male,1,3,7,0,"Beverage,Dessert,Fruity",Retail
1106,53,Male,5,1,9,0,"Spice,Fruity",Retail
1107,43,Female,2,2,14,1,"Spice,Beverage",Online
1108,46,Female,1,2,8,1,Tobacco,Retail
1109,38,Male,2,1,6,1,"Tobacco,Dessert",Online
1110,28,Male,2,2,3,0,Dessert,Online
1111,28,Male,3,4,8,0,"Spice,Menthol",Lounge
1112,53,Male,2,1,7,1,Beverage,Retail
1113,52,Female,3,4,3,0,"Spice,Menthol,Dessert",Online
1114,51,Male,4,2,9,1,"Tobacco,Spice",Online
1115,41,Female,3,1,12,0,"Fruity,Tobacco",Retail
1116,39,Female,5,2,2,0,"Fruity,Menthol",Retail
1117,22,Male,1,1,3,1,"Tobacco,Dessert",Retail
1118,50,Female,4,2,2,1,Spice,Lounge
1119,53,Male,4,4,13,0,"Menthol,Dessert",Retail
1120,37,Female,5,4,1,0,Tobacco,Online
1121,36,Female,3,2,4,1,"Menthol,Spice,Dessert",Online
1122,52,Female,1,1,5,0,"Menthol,Spice,Beverage",Online
1123,34,Female,3,3,13,1,Spice,Retail
1124,51,Male,2,4,6,1,"Dessert,Fruity,Menthol",Retail
1125,26,Male,3,4,5,0,Tobacco,Online
1126,43,Female,4,3,1,1,Spice,Online
1127,19,Male,1,2,3,0,"Spice,Dessert,Fruity",Online
1128,26,Male,3,1,1,1,"Fruity,Beverage",Online
1129,26,Male,1,2,11,0,"Menthol,Beverage",Online
1130,34,Female,1,5,5,1,Menthol,Online
1131,18,Male,2,4,5,0,Menthol,Online
1132,42,Female,2,5,12,0,"Spice,Beverage,Tobacco",Online
1133,42,Other,4,4,11,1,Tobacco,Retail
1134,52,Male,5,4,13,1,Dessert,Online
1135,20,Male,1,5,6,1,"Menthol,Spice",Retail
1136,54,Male,5,5,8,0,"Tobacco,Beverage",Retail
1137,47,Female,4,2,10,1,"Fruity,Menthol",Retail
1138,51,Male,1,5,12,0,Beverage,Retail
1139,29,Male,1,2,1,0,Dessert,Online
1140,36,Male,5,2,4,1,Fruity,Online
1141,54,Female,3,2,10,0,"Beverage,Menthol,Fruity",Lounge
1142,34,Male,2,4,11,1,Menthol,Retail
1143,27,Female,3,4,1,1,"Spice,Fruity",Lounge
1144,29,Female,5,5,9,1,"Dessert,Tobacco",Retail
1145,33,Male,2,4,11,1,"Fruity,Beverage,Dessert",Online
1146,41,Female,3,5,7,1,"Tobacco,Menthol,Dessert",Online
1147,36,Male,2,4,7,0,Beverage,Retail
1148,25,Female,1,1,12,1,Beverage,Online
1149,48,Female,3,1,5,0,"Fruity,Beverage",Online
1150,38,Female,2,5,7,0,Fruity,Retail
1151,34,Male,2,4,12,1,"Tobacco,Fruity",Online
1152,40,Male,2,4,2,1,"Dessert,Beverage",Online
1153,54,Male,3,2,14,1,"Dessert,Spice,Beverage",Retail
1154,33,Male,4,3,13,0,Menthol,Retail
1155,23,Male,3,5,4,1,"Tobacco,Dessert,Beverage",Online
1156,25,Male,5,3,14,0,Dessert,Retail
1157,42,Male,3,3,14,1,"Dessert,Beverage",Retail
1158,35,Male,2,5,7,1,"Menthol,Fruity",Online
1159,42,Female,1,4,3,1,"Fruity,Dessert",Online
1160,29,Male,3,5,2,0,"Menthol,Beverage",Online
1161,32,Male,3,3,10,0,"Dessert,Menthol,Spice",Online
1162,43,Male,2,4,2,0,"Fruity,Spice,Menthol",Online
1163,43,Male,1,1,13,1,"Dessert,Fruity,Spice",Lounge
1164,49,Other,1,5,1,1,Tobacco,Retail
1165,27,Male,5,5,5,0,"Spice,Tobacco,Dessert",Retail
1166,33,Female,3,4,12,1,"Dessert,Menthol",Lounge
1167,24,Other,1,1,6,1,Menthol,Retail
1168,34,Female,1,1,6,1,Tobacco,Online
1169,40,Female,4,4,9,1,Beverage,Online
1170,43,Female,4,2,4,1,Tobacco,Retail
1171,38,Other,1,5,1,0,"Tobacco,Dessert",Online
1172,39,Female,5,5,6,0,"Dessert,Tobacco,Menthol",Online
1173,24,Male,1,3,5,0,"Fruity,Spice",Retail
1174,31,Female,2,4,10,1,"Dessert,Tobacco",Lounge
1175,32,Male,3,3,6,1,"Menthol,Fruity,Dessert",Online
1176,24,Female,5,3,3,1,Fruity,Retail
1177,26,Male,2,1,2,0,"Fruity,Spice,Tobacco",Online
1178,25,Male,5,5,6,0,"Tobacco,Spice",Retail
1179,40,Male,2,3,13,0,"Beverage,Dessert",Online
1180,46,Male,3,1,1,0,Menthol,Retail
1181,35,Male,3,4,7,1,"Menthol,Beverage",Online
1182,48,Male,4,3,7,1,Dessert,Retail
1183,47,Female,2,5,10,1,"Spice,Fruity",Online
1184,52,Male,4,3,13,1,Beverage,Online
1185,35,Female,2,4,7,0,"Menthol,Spice,Fruity",Online
1186,34,Male,4,3,12,0,Tobacco,Online
1187,31,Male,3,5,11,0,Tobacco,Online
1188,48,Female,5,1,10,1,"Beverage,Fruity",Online
1189,41,Female,4,5,1,1,Menthol,Retail
1190,52,Male,2,1,4,0,"Beverage,Spice",Retail
1191,51,Female,2,2,13,0,"Dessert,Menthol,Tobacco",Online
1192,20,Female,3,5,7,0,"Beverage,Dessert",Retail
1193,54,Male,2,5,11,0,Dessert,Online
1194,43,Male,1,4,9,0,"Tobacco,Beverage",Online
1195,40,Other,5,3,5,0,"Fruity,Spice",Online
1196,32,Female,4,1,13,0,"Tobacco,Spice,Fruity",Retail
1197,21,Male,5,1,2,1,Menthol,Online
1198,46,Female,3,4,7,1,"Dessert,Tobacco",Lounge
1199,39,Male,4,4,10,0,"Tobacco,Beverage",Online
1200,42,Male,4,3,1,0,Beverage,Online
